,Short,Full,HTTP,Free float [%]
223,MABION,Mabion SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=MABION,"55,90"
224,MAKARONPL,Makarony Polskie SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=MAKARONPL,"34,84"
225,MANGATA,Mangata Holding SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=MANGATA,"26,57"
226,MARVIPOL,Marvipol Development S.A.,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=MARVIPOL,"21,75"
227,MASTERPHA,Master Pharm SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=MASTERPHA,"12,95"
228,MAXCOM,Maxcom SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=MAXCOM,"28,83"
229,MBANK,mBank S.A.,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=MBANK,"25,65"
230,MBWS,Marie Brizard Wine & Spirits,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=MBWS,"33,77"
231,MCI,MCI Capital S.A.,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=MCI,"22,32"
232,MDIENERGIA,MDI Energia S.A.,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=MDIENERGIA,"23,85"
233,MEDIACAP,MediaCap SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=MEDIACAP,"26,66"
234,MEDICALG,Medicalgorithmics SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=MEDICALG,"64,50"
235,MEDINICE,Medinice S.A.,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=MEDINICE,"53,79"
236,MEGARON,Megaron SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=MEGARON,"12,49"
237,MENNICA,Mennica Polska SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=MENNICA,"19,11"
238,MERCATOR,Mercator Medical S.A.,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=MERCATOR,"38,42"
239,MERCOR,Mercor SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=MERCOR,"18,01"
240,MEXPOLSKA,MEX POLSKA SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=MEXPOLSKA,"35,69"
241,MFO,MFO S.A.,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=MFO,"18,14"
242,MILKILAND,Milkiland N.V.,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=MILKILAND,"21,49"
243,MILLENNIUM,Bank Millennium SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=MILLENNIUM,"28,33"
244,MIRACULUM,Miraculum SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=MIRACULUM,"50,05"
245,MIRBUD,Mirbud SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=MIRBUD,"43,81"
246,MLPGROUP,MLP Group,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=MLPGROUP,"36,05"
247,MLPGROUP-PDA,MLP Group PDA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=MLPGROUP-PDA,100%<
248,MLSYSTEM,ML System SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=MLSYSTEM,"37,30"
249,MOBRUK,Mo-Bruk SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=MOBRUK,"35,63"
250,MOJ,MOJ SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=MOJ,"27,37"
251,MOL,MOL Magyar Olaj - ĂŠs GĂĄzipari Nyrt.,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=MOL,"67,62"
252,MONNARI,Monnari Trade SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=MONNARI,"67,97"
253,MORIZON,MZN Property SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=MORIZON,"6,02%"
254,MOSTALPLC,Mostostal Płock SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=MOSTALPLC,"30,17"
255,MOSTALWAR,Mostostal Warszawa SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=MOSTALWAR,"18,74"
256,MOSTALZAB,Mostostal Zabrze S.A.,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=MOSTALZAB,"67,00"
257,MUZA,Muza SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=MUZA,"47,10"
258,MWTRADE,M.W. Trade S.A.,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=MWTRADE,"18,81"
259,NANOGROUP,NANOGROUP S.A.,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=NANOGROUP,"41,48"
260,NETIA,Netia SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=NETIA,"2,18%"
261,NEUCA,Neuca SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=NEUCA,"42,12"
262,NEWAG,NEWAG S.A.,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=NEWAG,"15,17"
263,NEXITY,Nexity Global SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=NEXITY,"30,18"
264,NORTCOAST,North Coast SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=NORTCOAST,"0,00%"
265,NOVATURAS,NOVATURAS AB,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=NOVATURAS,"41,31"
266,NOVAVISGR,Novavis Group SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=NOVAVISGR,"20,10"
267,NOVITA,Novita SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=NOVITA,"8,77%"
268,NOWAGALA,Ceramika Nowa Gala SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=NOWAGALA,"0,00%"
269,NTTSYSTEM,NTT System SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=NTTSYSTEM,"22,24"
270,OAT,OncoArendi Therapeutics SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=OAT,"56,72"
271,ODLEWNIE,Odlewnie Polskie SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=ODLEWNIE,"30,69"
272,OEX,OEX SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=OEX,"27,55"
273,OPENFIN,Open Finance SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=OPENFIN,"34,30"
274,OPONEO.PL,Oponeo.pl SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=OPONEO.PL,"20,18"
275,OPTEAM,OPTeam SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=OPTEAM,"23,08"
276,ORANGEPL,Orange Polska S.A.,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=ORANGEPL,"49,33"
277,ORBIS,Orbis SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=ORBIS,"0,00%"
278,ORCOGROUP,Orco Property Group SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=ORCOGROUP,"2,69%"
279,ORZBIALY,Orzeł Biały SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=ORZBIALY,"10,87"
280,OTLOG,OT Logistics S.A.,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=OTLOG,"8,73%"
281,OTMUCHOW,Zakłady Przemysłu Cukierniczego Otmuchów SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=OTMUCHOW,"11,16"
282,OVOSTAR,Ovostar Union NV,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=OVOSTAR,"2,60%"
283,PAMAPOL,Pamapol SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=PAMAPOL,"19,00"
284,PANOVA,P.A. Nova SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=PANOVA,"27,89"
285,PATENTUS,Patentus SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=PATENTUS,"20,21"
286,PBG,PBG SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=PBG,"56,23"
287,PBKM,Polski Bank Komórek Macierzystych SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=PBKM,"23,67"
288,PBSFINANSE,PBS Finanse SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=PBSFINANSE,"28,52"
289,PCCEXOL,PCC Exol SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=PCCEXOL,"12,62"
290,PCCROKITA,PCC Rokita S.A.,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=PCCROKITA,"16,00"
291,PCFGROUP,PCF Group SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=PCFGROUP,"27,99"
292,PCFGROUP-PDA,PCF Group PDA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=PCFGROUP-PDA,100%<
293,PEKABEX,Poznańska Korporacja Budowlana PEKABEX S.A.,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=PEKABEX,"34,55"
294,PEKAO,Bank Polska Kasa Opieki SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=PEKAO,"56,16"
295,PEMANAGER,Private Equity Managers,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=PEMANAGER,"13,44"
296,PEP,Polenergia S.A.,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=PEP,"5,70%"
297,PEPCO,Pepco Group NV,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=PEPCO,"1,20%"
298,PEPEES,Przedsiębiorstwo Przemysłu Spożywczego PEPEES SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=PEPEES,"13,94"
299,PETROLINV,Petrolinvest SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=PETROLINV,"94,85"
300,PGE,Polska Grupa Energetyczna SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=PGE,"41,62"
301,PGFGROUP,PGF Polska Grupa Fotowoltaiczna SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=PGFGROUP,"41,24"
302,PGNIG,Polskie Górnictwo Naftowe i Gazownictwo SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=PGNIG,"29,00"
303,PGO,PGO S.A.,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=PGO,"0,00%"
304,PGSSOFT,PGS Software SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=PGSSOFT,"27,81"
305,PHARMENA,Pharmena SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=PHARMENA,"33,54"
306,PHN,Polski Holding Nieruchomości SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=PHN,"13,18"
307,PHOTON,Photon Energy N.V.,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=PHOTON,"28,84"
308,PKNORLEN,Polski Koncern Naftowy ORLEN SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=PKNORLEN,"58,85"
309,PKOBP,Powszechna Kasa Oszczędności Bank Polski SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=PKOBP,"54,51"
310,PKPCARGO,PKP Cargo S.A.,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=PKPCARGO,"42,53"
311,PLASTBOX,Przetwórstwo Tworzyw Sztucznych Plast-Box SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=PLASTBOX,"28,56"
312,PLATYNINW,Platynowe Inwestycje S.A.,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=PLATYNINW,"82,03"
313,PLAY,Play Communications S.A.,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=PLAY,"3,18%"
314,PLAYWAY,PlayWay SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=PLAYWAY,"18,18"
315,PLAZACNTR,Plaza Centers NV,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=PLAZACNTR,"57,40"
316,PMPG,PMPG Polskie Media SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=PMPG,"31,09"
317,POLICE,Zakłady Chemiczne Police SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=POLICE,"3,58%"
318,POLIMEXMS,Polimex Mostostal SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=POLIMEXMS,"27,70"
319,POLNORD,POLNORD SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=POLNORD,"0,00%"
320,POLWAX,Polwax S.A.,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=POLWAX,"28,96"
321,POZBUD,Pozbud T&R SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=POZBUD,"30,66"
322,PRAGMAFA,Pragma Faktoring SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=PRAGMAFA,"0,00%"
323,PRAGMAINK,Pragma Inkaso SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=PRAGMAINK,"18,81"
324,PRAIRIE,Prairie Mining Ltd,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=PRAIRIE,"51,07"
325,PRIMAMODA,Prima Moda SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=PRIMAMODA,"41,88"
326,PRIMETECH,PRIMETECH SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=PRIMETECH,"18,81"
327,PROCAD,Procad SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=PROCAD,"40,65"
328,PROCHEM,Prochem SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=PROCHEM,"36,79"
329,PROJPRZEM,PJP Makrum SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=PROJPRZEM,"35,00"
330,PROTEKTOR,Protektor S.A.,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=PROTEKTOR,"30,51"
331,PROVIDENT,International Personal Finance plc,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=PROVIDENT,"43,18"
332,PULAWY,"Grupa Azoty Zakłady Azotowe ""Puławy"" S.A.",https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=PULAWY,"4,03%"
333,PUNKPIRAT,PunkPirates SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=PUNKPIRAT,"56,13"
334,PURE,Pure Biologics SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=PURE,"54,36"
335,PURE-PDA,Pure Biologics SA PDA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=PURE-PDA,100%<
336,PZU,Powszechny Zakład Ubezpieczeń SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=PZU,"60,58"
337,QUANTUM,Quantum Software SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=QUANTUM,"27,53"
338,QUERCUS,Quercus TFI SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=QUERCUS,"35,19"
339,R22,R22,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=R22,"29,40"
340,RADPOL,Radpol SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=RADPOL,"35,59"
341,RAFAKO,RAFAKO SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=RAFAKO,"56,78"
342,RAFAMET,Fabryka Obrabiarek RAFAMET SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=RAFAMET,"13,68"
343,RAINBOW,Rainbow Tours SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=RAINBOW,"33,12"
344,RANKPROGR,Rank Progress SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=RANKPROGR,"56,30"
345,RAWLPLUG,Rawlplug S.A.,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=RAWLPLUG,"24,21"
346,REDAN,Redan SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=REDAN,"35,28"
347,REGNON,REGNON SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=REGNON,"23,99"
348,REINHOLD,Reinhold Polska SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=REINHOLD,"61,09"
349,REINO,Reino Capital SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=REINO,"30,88"
350,RELPOL,Relpol SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=RELPOL,"54,48"
351,REMAK,Remak-Energomontaż SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=REMAK,"15,93"
352,RESBUD,Resbud SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=RESBUD,"16,48"
353,RONSON,Ronson Europe NV,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=RONSON,"11,46"
354,ROPCZYCE,Zakłady Magnezytowe Ropczyce SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=ROPCZYCE,"43,31"
355,RYVU,Ryvu Therapeutics SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=RYVU,"58,12"
356,SANOK,Sanok Rubber Company SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=SANOK,"53,14"
357,SANPL,Santander Bank Polska SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=SANPL,"27,52"
358,SANTANDER,Banco Santander S.A.,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=SANTANDER,"82,51"
359,SANWIL,Sanwil Holding SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=SANWIL,"51,32"
360,SATIS,Satis Group SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=SATIS,"74,23"
361,SCOPAK,Sco-Pak SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=SCOPAK,"59,08"
362,SECOGROUP,SECO/WARWICK SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=SECOGROUP,"31,40"
363,SEKO,Seko SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=SEKO,"13,24"
364,SELENAFM,Selena FM SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=SELENAFM,"22,00"
365,SELVITA,Selvita SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=SELVITA,"51,24"
366,SELVITA-PDA,Selvita PDA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=SELVITA-PDA,100%<
367,SERINUS,Serinus Energy,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=SERINUS,"64,32"
368,SESCOM,Sescom S.A.,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=SESCOM,"12,21"
369,SFINKS,Sfinks Polska SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=SFINKS,"71,67"
370,SHOPER,Shoper SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=SHOPER,"-0,01"
371,SILVAIR-REGS,Silvair Inc.,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=SILVAIR-REGS,"71,77"
372,SILVANO,AS Silvano Fashion Group,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=SILVANO,"35,93"
373,SIMPLE,SIMPLE SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=SIMPLE,"4,16%"
374,SKARBIEC,Skarbiec Holding S.A.,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=SKARBIEC,"44,15"
375,SKOTAN,SKOTAN SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=SKOTAN,"77,91"
376,SKYLINE,Skyline Investment SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=SKYLINE,"31,60"
377,SLEEPZAG,SLEEPZ AG,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=SLEEPZAG,"-11,4"
378,SNIEZKA,Fabryka Farb i Lakierów Śnieżka SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=SNIEZKA,"13,36"
379,SOHODEV,Soho Development SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=SOHODEV,"55,76"
380,SOLAR,SOLAR COMPANY SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=SOLAR,"40,04"
381,SONEL,Sonel SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=SONEL,"24,06"
382,SOPHARMA,SOPHARMA AD,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=SOPHARMA,"41,34"
383,STALEXP,Stalexport Autostrady SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=STALEXP,"33,79"
384,STALPROD,Stalprodukt SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=STALPROD,"36,94"
385,STALPROFI,Stalprofil SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=STALPROFI,"34,53"
386,STAPORKOW,Zakłady Urządzeń Kotłowych Stąporków SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=STAPORKOW,"27,32"
387,STARHEDGE,Starhedge S.A.,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=STARHEDGE,"11,97"
388,STELMET,Stelmet SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=STELMET,"0,00%"
389,SUNEX,SUNEX SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=SUNEX,"24,73"
390,SUWARY,Suwary SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=SUWARY,"12,49"
391,SWISSMED,Swissmed Centrum Zdrowia SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=SWISSMED,"39,49"
392,SYGNITY,Sygnity SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=SYGNITY,"36,41"
393,SYNEKTIK,Synektik SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=SYNEKTIK,"48,84"
394,TALANX,Talanx AG,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=TALANX,"20,96"
395,TALEX,Talex SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=TALEX,"24,27"
396,TARCZYNSKI,Tarczyński S.A.,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=TARCZYNSKI,"2,40%"
397,TATRY,Tatry mountain resorts a.s.,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=TATRY,"19,63"
398,TAURONPE,Tauron Polska Energia SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=TAURONPE,"53,92"
399,TBULL,T-Bull SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=TBULL,"51,41"
400,TERMOREX,Termo-Rex S.A.,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=TERMOREX,"55,95"
401,TESGAS,Tesgas SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=TESGAS,"24,12"
402,TIM,TIM SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=TIM,"55,65"
403,TORPOL,Torpol S.A.,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=TORPOL,"43,24"
404,TOWERINVT,Tower Investments SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=TOWERINVT,"29,66"
405,TOYA,Toya SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=TOYA,"40,69"
406,TRAKCJA,Trakcja PRKiI SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=TRAKCJA,"38,87"
407,TRANSPOL,Trans Polonia SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=TRANSPOL,"22,22"
408,TRITON,Triton Development SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=TRITON,"28,68"
409,TSGAMES,Ten Square Games SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=TSGAMES,"52,80"
410,TXM,TXM SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=TXM,"64,77"
411,ULMA,ULMA Construccion Polska SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=ULMA,"19,48"
412,ULTGAMES,Ultimate Games ,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=ULTGAMES,"46,84"
413,UNIBEP,Unibep SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=UNIBEP,"26,56"
414,UNICREDIT,UniCredito Italiano SpA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=UNICREDIT,"94,99"
415,UNIMA,Unima 2000 Systemy Teleinformatyczne SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=UNIMA,"22,26"
416,UNIMOT,Unimot S.A.,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=UNIMOT,"36,44"
417,URSUS,URSUS SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=URSUS,"62,68"
418,VENTUREIN,Venture Inc SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=VENTUREIN,"11,84"
419,VERCOM,Vercom SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=VERCOM,"19,05"
420,VERCOM-PDA,Vercom PDA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=VERCOM-PDA,100%<
421,VIGOSYS,Vigo System S.A.,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=VIGOSYS,"50,95"
422,VINDEXUS,Giełda Praw Majątkowych &#8222;Vindexus&#8221; SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=VINDEXUS,"33,50"
423,VISTAL,Vistal Gdynia S.A.,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=VISTAL,"30,68"
424,VIVID,Vivid Games SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=VIVID,"50,22"
425,VOTUM,VOTUM,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=VOTUM,"48,75"
426,VOXEL,Voxel SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=VOXEL,"30,14"
427,VRG,VRG SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=VRG,"31,26"
428,WADEX,Wadex SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=WADEX,"0,00%"
429,WARIMPEX,Warimpex Finanz- Und Beteiligungs AG,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=WARIMPEX,"41,03"
430,WASKO,Wasko SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=WASKO,"19,50"
431,WAWEL,Wawel SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=WAWEL,"26,98"
432,WIELTON,Wielton SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=WIELTON,"32,61"
433,WIKANA,WIKANA SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=WIKANA,"20,51"
434,WINVEST,W Investments S.A.,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=WINVEST,"15,19"
435,WIRTUALNA,Wirtualna Polska Holding S.A.,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=WIRTUALNA,"51,79"
436,WITTCHEN,Wittchen S.A.,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=WITTCHEN,"27,98"
437,WOJAS,Wojas SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=WOJAS,"13,94"
438,WORKSERV,WORK SERVICE SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=WORKSERV,"19,36"
439,XTB,X-Trade Brokers DM SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=XTB,"33,01"
440,XTPL,XTPL S.A.,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=XTPL,"40,96"
441,YOLO,Yolo SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=YOLO,"12,44"
442,ZAMET,ZAMET INDUSTRY  SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=ZAMET,"22,85"
443,ZEPAK,"Zespół Elektrowni ""Pątnów-Adamów-Konin"" SA",https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=ZEPAK,"16,06"
444,ZPUE,ZPUE SA,https://www.bankier.pl/inwestowanie/profile/quote.html?symbol=ZPUE,"5,86%"
